ID_genome_file,eAUCH2O2,eAUC18C,eAUCpH,eAUCSA,eAUCGB,eAUCKCl
ST01AUS_1D4,224.039638642058,352.363541779638,251.651617787219,178.434205204513,242.809492401242,158.842858182179
ST01AUS_1D5,639.474040822304,774.01990664864,1097.2987889338,272.327519193689,692.037375228389,136.294342664975
ST01AUS_1D8,708.076964698613,871.445420763049,NA,331.76555726739,880.2415924686,225.615164743702
ST01AUS_1E1,264.71951027263,374.198613723824,400.687132802766,113.79379229967,352.738743941749,224.285587996159
ST01AUS_1E4,496.183141809675,584.183178705032,853.907962138779,204.261813031361,691.585798707762,197.54821287159
ST01AUS_1E5,313.271323300924,344.230036910863,863.171992601724,284.354053838402,892.469029460276,134.658865963019
ST01AUS_1F2,389.517850063873,491.62231624301,637.230175039646,134.968431298053,450.667250392736,185.670563875154
ST01AUS_1F3,217.663003326534,310.104762840402,614.438486759887,78.926982390585,402.096056929432,152.78837010407
ST01AUS_1F8,661.685572885065,1040.91285281536,NA,304.759205652614,NA,139.93634292841
ST01AUS_1G2,284.71701461007,348.803255213151,816.809972534645,104.630573095978,451.704705725072,171.977812954988
ST01AUS_1G5,213.422816144113,351.058038133413,585.880051967008,225.424229633389,309.315968462638,69.3525817873372
ST01AUS_1H2,440.5926201035,724.819954926785,856.153403768118,481.688577986503,497.702663342203,350.161410407081
ST01AUS_1H6,662.895231065675,658.160106095974,1003.1227422752,530.951228903131,1008.66142958811,136.034982893441
ST01AUS_1H8,129.369893197387,211.980877853238,293.804331194862,149.576464756455,343.415409766706,119.129324280744
California_1989_CB11A_ST1,571.580079498059,506.85617913546,720.666509003764,575.46406775387,NA,308.351691623329
California_1989_CC22B_ST15,387.685315777827,423.037836052627,726.79487832782,307.033521292031,447.422292183988,112.408784475934
California_1989_CC22C_ST16,213.676244880729,327.124269833639,328.398898009441,173.295608364157,337.637992758311,146.263347113071
California_1989_CD22A_ST35,193.159399189669,222.37492706458,287.054081552284,54.2677854165054,193.515800961056,116.64901458672
California_1989_CE31B_ST42,389.089990684172,379.763750425072,512.001775377144,222.883281005045,373.496462611983,197.290331718038
California_1989_CF11A_ST44,759.883735849793,744.319631619229,767.61856868101,436.184012621232,759.940762114129,298.151806557108
California_1989_CF21A_ST47,151.166628761335,282.499949372309,488.075973969669,124.656464050749,294.657753176742,68.9635991211573
California_1989_CF21C_ST49,96.3156502104661,94.5877947615202,159.499476830733,76.0683936228768,130.557508132952,64.5068403622234
California_1989_CF31C_ST52,258.091684923022,417.23422554932,428.689217092263,90.6784468573508,380.976471567341,120.602327789897
California_1989_CG11A_ST56,310.805012998703,402.339359879863,494.33168861349,160.889041480433,623.895994871058,233.793644752702
California_1989_CG12B_ST60,109.703818781323,151.453627142469,202.686964346944,113.160820167847,225.342518282053,80.7641415352537
California_1989_CG22C_ST70,368.251080619521,319.805679621353,390.884211218912,128.138984547202,281.222823813746,51.3798333028548
California_1989_CH11C_ST82,196.465574495232,280.247903326027,433.693219600813,253.12382231948,340.43547543957,100.057826458565
California_1989_CH33C_ST97,526.267740036057,760.400825338606,NA,312.084947716754,1165.91555682363,33.2634304865344
