ID_genome_file,slope_0C,slope_30C,slope_18C,compslope_0C,compslope_30C
ST90ORE_a12_4A_4,0.224863520960754,0.20705304196256,0.256837681655417,0.906971700055801,0.816824062038454
ST90ORE_a12_4A_5,0.261301556134407,0.28183830656121,0.296833442209905,0.887073530675918,0.948937549295627
ST90ORE_a12_4A_6,0.385012858265496,0.236836199163632,0.31483843399257,1.04550959427488,0.80617460536009
ST90ORE_a12_4A_7,0.244168549827265,0.279701732119316,0.255183175050612,0.962752358786865,1.10617786878685
ST90ORE_a15_2A_11,0.460391457368214,0.443669609707741,0.479572828433909,0.870160611388436,0.939158183811398
ST90ORE_a15_2A_13,0.234036690307159,0.172086828584958,0.212611133454819,1.11246716816692,0.809960973006353
ST90ORE_a15_2A_16,0.34794635141219,0.349174563736656,0.299468280336651,1.18254294125668,1.01507337491349
ST90ORE_a15_2A_20,0.264514462343921,NA,NA,NA,NA
ST90ORE_a15_2A_6,0.242350260086691,0.308923659361545,0.278473236485252,0.848397217475045,1.13659550326208
ST90ORE_a15_2A_8,0.215138437652557,0.226154858122959,0.165065700083547,1.35595261656086,1.49973943858329
ST90ORE_a15_3B_1,0.196082301439109,NA,NA,NA,NA
ST90ORE_a15_3B_19,0.365119303427559,0.384889296213739,0.38953832439799,0.949918085987321,1.00466450310201
ST90ORE_a15_3B_4,0.381100143327774,0.39712818159478,0.344108459257465,1.10993347384462,1.16054137137201
ST90ORE_a15_3B_5,0.202225619412674,0.180995005124938,0.214506921617207,0.948554830626786,0.851125843805422
ST90ORE_a15_3B_6,0.309279779466746,0.298043112847357,0.223764245903298,1.38385526209412,1.33573424184173
ST90ORE_a15_3B_9,0.234544152429771,0.191269865676171,0.184592794754339,1.2789280904644,1.03623897559999
ST90ORE_a15_4A_10,0.214891621721449,0.198058241518026,0.298139646563208,0.673620296516962,0.592397953421436
ST90ORE_a15_4A_11,0.244740343410549,0.212568846205683,0.219522011146047,1.11601300153708,0.971156581978274
ST90ORE_a15_4A_13,0.251945859782104,NA,0.239301540466773,0.936293982282398,NA
ST90ORE_a15_4A_15,0.201940904158408,NA,0.188503537687607,1.07618254933547,NA
ST90ORE_a15_4A_17,0.305680693588867,0.272265431719599,0.275766032023149,1.07613371985895,0.988928264833509
ST90ORE_a15_4A_19,0.245167732151837,0.208026821182953,0.197948853307355,1.23214521155059,1.03156359518419
ST90ORE_a15_4A_2,0.222303359417449,0.20899466873169,0.199790161493386,1.13625256479098,1.0789516115067
ST90ORE_a15_4A_3,0.219668628602296,0.192516204397963,0.148902521678839,1.46573829776705,1.34329625929682
ST90ORE_a15_4A_4,NA,0.280778968632585,0.250456283758873,NA,1.16143720578766
ST90ORE_a15_4A_7,0.373633582541913,0.379532308637675,0.385791816637599,0.988606023287487,0.981623915628634
ST99CH_SW39,0.401571671102499,NA,0.487829254356906,NA,NA
ST99CH_3A10,0.534045569983992,0.424391360673031,0.428580397016183,1.29445193075725,0.991236307634642
ST99CH_3A2,0.434422432114746,0.206390635542125,0.297615591694064,1.79897908610761,1.17874754155391
ST99CH_3A5,0.266038504514252,NA,0.194565311698865,NA,NA
ST99CH_3A6,0.321990867115138,0.226803353235825,0.261915277440914,1.30285596010674,0.88933608865326
ST99CH_3A8,0.216647693937832,0.308206586922115,0.197712013887987,1.09650429547061,1.05349407897748
ST99CH_3A9,0.161968870163578,0.199206983584088,0.162010148178927,0.998822605298569,1.23032118911878
ST99CH_3B2,0.51317995658553,NA,0.470824654400589,NA,NA
ST99CH_3B4,0.331440405602538,0.289344164858137,0.25931571370001,1.30133646619821,1.14525969523726
ST99CH_3B8,0.325767544390547,0.355780240666592,0.432562983339675,0.758784306719236,0.824628248310976
ST99CH_3C4,0.188145952709022,0.248100431818272,0.201376360481362,1.01506545276387,1.22577788306915
ST99CH_3C7,0.311737941458845,NA,0.336083997409089,0.929303546034558,NA
ST99CH_3D1,0.261585774038777,0.214201468876819,0.229078195160721,1.04428941035677,0.912409111148616
ST99CH_3D3,0.250616445423968,0.324904500485978,0.29483307583934,0.849672668457525,1.10290166483806
ST99CH_3D5,0.318909266198974,0.273564736928867,0.238039128477574,1.3440014043422,1.16251181096672
ST99CH_3D7,0.367770290459506,0.430457431235997,0.397676964103601,0.90597002097686,1.03441397379027
ST99CH_3D8,0.414451191057323,0.356805724660904,0.354815166284817,1.19867511713579,1.03696306411898
ST99CH_3F1,0.342829760838297,0.211568127612973,0.246930160962763,1.38942564544047,0.855366184746524
ST99CH_3F2,0.313249808509114,0.200835653687838,0.312298435507502,1.00304635852583,0.643088888234324
ST99CH_3F3,0.433638623704235,0.412720315377673,0.41857247287073,1.04619494230306,0.995732607017658
ST99CH_3F4,0.166454782233806,0.202715303148497,0.189913739331139,0.873536951821919,1.06945281407764
ST99CH_3F5,0.260295769584782,NA,0.211157573806327,1.30519953539499,NA
ST99CH_3G2,0.515279615853483,NA,0.457638359283274,1.18309486504922,NA
ST99CH_3G3,0.387321641310572,0.336553007335233,0.35471584934542,0.998387986949688,0.96311956542228
ST99CH_3G6,0.269081615244009,0.238602391487826,0.267132326661719,1.02837967446596,0.912705187057021
ST99CH_3H1,0.17773432218123,0.153823074937516,0.178233762843121,1.00455314328871,0.88621968892606
ST99CH_3H3,0.23325843288712,0.253282054715665,0.2010597164608,1.16035708785653,1.26550158620006
ST99CH_3H4,0.492164087600184,0.358863331385761,0.395737890006186,1.26148813815143,0.922864990055712
ST99CH_SW5,NA,NA,NA,NA,NA
