ID_genome_file,Std_grey0C_08dpi,Std_grey0C_12dpi,Std_grey0C_15dpi,Std_grey0C_19dpi,Std_grey18C_08dpi,Std_grey18C_12dpi,Std_grey18C_15dpi,Std_grey18C_19dpi,Std_grey30C_08dpi,Std_grey30C_12dpi,Std_grey30C_15dpi,Std_grey30C_19dpi
ST99CH_3B8,13.424558974359,21.9041466200466,23.2934833333333,21.9555648148148,10.0798148148148,22.4834166666667,24.3015238095238,24.0276,10.6172698412698,24.1664103535354,23.4280769230769,22.0849232323232
ST99CH_3C4,6.93821428571429,23.5173246753247,20.6520535714286,19.8980194805195,6.16993333333333,22.8142301587302,20.4375281385281,19.5491228771229,6.43539583333333,20.7769708333333,21.7761333333333,20.5909111111111
ST99CH_3C7,3.90302777777778,27.3122666666667,23.54245,12.4752055555556,8.02644444444444,28.9426666666667,27.2698,18.0175277777778,NA,NA,NA,NA
ST99CH_3D1,12.2431666666667,17.8546,23.7866666666667,14.4351666666667,12.9851643356643,14.8587867132867,15.8285104895105,15.1156013986014,15.4599194444444,18.8300135964912,17.7450986054881,13.0572222222222
ST99CH_3D3,6.23967407407407,12.4093333333333,17.8769212121212,25.0507090909091,7.36109166666667,16.9340634920635,16.783496031746,19.9266441798942,7.51816666666667,17.883,19.0310444444444,18.9880666666667
ST99CH_3D5,5.39589277389277,11.6397232241443,17.416294197031,18.4071685185185,5.62347615740741,12.4097981628844,17.7133074643875,18.0444445865303,5.4765373015873,11.8383951719577,15.7590523148148,15.5770067251462
ST99CH_3D7,12.228,23.7734285714286,25.2361428571429,26.7598333333333,8.92283214285714,20.5496880952381,22.245980952381,23.9149,13.602375,23.3684166666667,24.779125,20.81525
ST99CH_3D8,11.0954742965368,21.8408806216931,23.027526984127,22.3423169191919,9.76240909090909,21.5505681818182,22.6597851851852,22.6782123015873,10.5626388888889,22.4022777777778,24.6949106858054,21.7313974358974
ST99CH_3F1,7.666325,23.9357380952381,26.3379380952381,20.0770166666667,3.35917619047619,23.238580952381,20.8057333333333,15.9063560846561,3.52098333333333,19.0861198830409,19.7968852941176,22.7082833333333
ST99CH_3F2,3.81807222222222,NA,23.6799888888889,18.5550194444444,4.6165873015873,NA,27,32.19375,4.68254444444444,NA,22.3306666666667,16.4796
ST99CH_3F3,16.089419047619,24.3896142857143,25.7427619047619,24.06885,16.9133858974359,23.9785480769231,25.6084404761905,20.2785595238095,16.3336555555556,25.3535138888889,27.4465,25.2540277777778
ST99CH_3F4,4.13268571428571,13.1097397849462,14.5556415305125,18.3120967741935,4.20003174603175,17.9586803751804,17.2870818440818,14.8048658008658,4.16092962962963,15.5337666666667,18.2768119047619,15.2079166666667
ST99CH_3F5,4.685,9.80552777777778,20.2647222222222,21.1240555555556,5.30019786096257,17.5399330808081,18.465255674391,18.2949904761905,4.759,6.10875,18.0105,25.527
ST99CH_3G2,9.85485833333333,22.4367380952381,21.5137976190476,19.0276785714286,12.02285,21.2503333333333,20.6806666666667,17.2406666666667,4.612,23.252,31.972,17.756
ST99CH_3G3,4.261,24.2086388888889,32.2089166666667,19.08025,4.95738888888889,21.0919333333333,30.2957555555556,21.3185777777778,4.55807407407407,19.2145414141414,29.2025851851852,21.9972222222222
ST99CH_3G6,5.74216865079365,15.5485210084034,16.7420504201681,14.6265625,5.56779761904762,11.6048333333333,17.6087083333333,15.6501,6.68056746031746,16.4417205128205,15.6865487179487,16.0217615384615
ST99CH_3H1,3.52588131313131,13.4990993939394,13.2385031060606,16.5525054112554,3.16527656169995,15.1992950537634,12.9583978248567,14.5328475833853,3.28125077700078,13.5168280952381,12.1448902380952,15.0404303968254
ST99CH_3H3,6.87307142857143,9.58595833333333,12.5114444444444,16.8600138888889,7.1716686777275,8.65242105263158,12.1902234218024,14.5923240740741,6.74377777777778,8.41164387464388,12.1955136752137,15.7038333333333
ST99CH_3H4,13.3472793650794,22.3175079365079,18.7038888888889,19.8616,14.3642603174603,18.3415892857143,18.5899308488613,23.6951983805668,14.4856595238095,17.6174220779221,16.4326666666667,21.6921121794872
