ID_genome_file,ratio_0C,ratio_30C,ratio_18C,compratio_0C,compratio_30C
ST90ORE_a15_2A_16,0.0847326007326007,0.024,0.789761606882723,0.106994440816646,0.0296792170408751
ST90ORE_a15_2A_20,0.02,NA,0.04,0.5,NA
ST90ORE_a15_2A_6,0.24647619047619,0.105161290322581,0.233939393939394,1.14141295862607,0.50448395910453
ST90ORE_a15_2A_8,0.240446250697267,0.633107337680981,0.570473787496496,0.51536820740554,1.17865824561998
ST90ORE_a15_3B_1,0.0717894736842105,NA,0.121491841491841,0.889445157609471,NA
ST90ORE_a15_3B_19,0.20903065745171,0.240278260869565,0.380289855072464,0.569162100797597,0.648518518518518
ST90ORE_a15_3B_4,0.260556315549476,0.148484848484848,0.569177849177849,0.458574877411693,0.285453785917027
ST90ORE_a15_3B_5,0.11582683982684,0.181818181818182,0.21025641025641,0.888893206531002,2.09596754951086
ST90ORE_a15_3B_6,0.229550827423168,0.224219135802469,0.316989247311828,1.33160898036858,1.16784041268342
ST90ORE_a15_3B_9,0.148884395011796,0.52574688057041,0.623717595146167,0.258606047672402,0.864046869424313
ST90ORE_a15_4A_10,0.105122807017544,0.162929181929182,0.500230894308943,0.227663393109662,0.362959134451229
ST90ORE_a15_4A_11,0.221394822542364,0.262710446247465,0.343515151515151,0.682826291636774,0.840991805056495
ST90ORE_a15_4A_13,0.0747450980392157,0.02,0.579708757062147,0.127811740575289,0.0336374002280502
ST90ORE_a15_4A_15,0.240600118835413,0.02,0.174767025089606,1.76354954991762,0.214285714285714
ST90ORE_a15_4A_17,0.0311111111111111,0.216915906788247,0.193227513227513,0.18377819812246,1.18291656605225
ST90ORE_a15_4A_19,0.0656644880174292,0.118518518518519,0.51229436515139,0.178970629432937,0.347012229056733
ST90ORE_a15_4A_2,0.346724100841025,0.46455624426079,0.746623173754185,0.474133234949396,0.638708796134009
ST90ORE_a15_4A_3,0.0595767195767196,0.0822498274672188,1.09833197373791,0.0537495127188295,0.073296587551536
ST90ORE_a15_4A_4,0.0497076023391813,0.0533333333333333,0.27719298245614,0.178611593085277,0.208562271062271
ST90ORE_a15_4A_7,0.127264957264957,0.174552459580323,0.260108932461874,0.564662354051604,0.667978748537918
ST99CH_SW5,0.0647619047619048,0.02,0.0946031746031746,1.08250572956455,0.136363636363636
ST99CH_SW39,0.0321212121212121,NA,0.1,0.426136363636364,NA
ST99CH_3A10,0.0271111111111111,0.190769794721408,0.25469298245614,0.11693657219973,0.820184072200201
ST99CH_3A2,0.139494801819363,0.165977443609023,0.576846615548089,0.260136874477653,0.303020020002579
ST99CH_3A5,0.0894358974358974,NA,1.35057343692194,0.0700208865356733,NA
ST99CH_3A6,0.145324675324675,0.372628240192279,0.497013791308873,0.300586010027019,0.777965139400446
ST99CH_3A8,0.125128205128205,0.0733333333333333,0.1,2.69230769230769,0.9375
ST99CH_3A9,0.275100697514491,0.075,0.581232900724287,0.478901337144994,0.136159690692254
ST99CH_3B2,0.06,NA,0.272672086720867,0.16329839536392,NA
ST99CH_3B4,0.0977489177489178,0.236284628951296,0.324010335917313,0.318891079910021,0.747726904010472
ST99CH_3B8,0.211258639910814,0.219935937116188,0.22031746031746,1.03082335425436,1.15444043896513
ST99CH_3C4,0.252666666666667,0.155797068428647,0.417312999273784,0.520588426106137,0.371203721898238
ST99CH_3C7,0.082406015037594,NA,0.122526315789474,0.841269841269841,NA
ST99CH_3D1,0.0627941176470588,0.562076575867318,0.485170068027211,0.131401150050002,1.14646113512307
ST99CH_3D3,0.135739348370927,0.0681996434937611,0.291928811928812,0.494073346436063,0.241539713004273
ST99CH_3D5,0.286026000143647,0.361046443268665,0.783965783042842,0.392368983979223,0.511474899415458
ST99CH_3D7,0.135555555555556,0.0681818181818182,0.260692951015532,0.677777777777778,0.288450074515648
ST99CH_3D8,0.249841523647088,0.261674547341714,0.305864661654135,0.915337904407609,0.890278344226209
ST99CH_3F1,0.108505747126437,0.294925373134328,0.356923076923077,0.325203315102853,0.82893323036113
ST99CH_3F2,0.141777777777778,0.107286324786325,0.151515151515152,1.34739577882435,1.11933324611896
ST99CH_3F3,0.117670565302144,0.118928571428571,0.379054545454545,0.317230079164919,0.324171546947835
ST99CH_3F4,0.368455284552846,0.172929292929293,0.441590846909588,0.875871950890078,0.403746094840199
ST99CH_3F5,0.0586666666666667,0.034,0.730841880646978,0.0800770315856395,0.0451402018014
ST99CH_3G2,0.0944665314401623,0.02,0.129333333333333,0.848773515044708,0.166666666666667
ST99CH_3G3,0.0506666666666667,0.192289259734703,0.181587301587302,0.264521664521665,1.28533746473413
ST99CH_3G6,0.190767676767677,0.244001902647852,0.239261594847333,0.882736832766209,1.08166464784633
ST99CH_3H1,0.412035240325638,0.55852776582006,1.00116756025084,0.437984644622517,0.563500594345947
ST99CH_3H3,0.114737047898338,0.164145658263305,0.534031694869729,0.240515182114406,0.355485831560283
ST99CH_3H4,0.0944444444444445,0.201614434947768,0.657111000111,0.16287852467054,0.326356161593838
